video,frame,Nose_x,Nose_y,Nose_s,LShoulder_x,LShoulder_y,LShoulder_s,RShoulder_x,RShoulder_y,RShoulder_s,LElbow_x,LElbow_y,LElbow_s,RElbow_x,RElbow_y,RElbow_s,LWrist_x,LWrist_y,LWrist_s,RWrist_x,RWrist_y,RWrist_s,LHip_x,LHip_y,LHip_s,RHip_x,RHip_y,RHip_s,LKnee_x,LKnee_y,LKnee_s,RKnee_x,RKnee_y,RKnee_s,LAnkle_x,LAnkle_y,LAnkle_s,RAnkle_x,RAnkle_y,RAnkle_s,label
fall-01,1,0.46788087487220764,0.2845573127269745,0.9228267073631287,0.548828125,0.3325260579586029,0.9077907204627991,0.4768750071525574,0.34451824426651,0.8575361967086792,0.5848047137260437,0.44045576453208923,0.9420803785324097,0.4498926103115082,0.42846354842185974,0.921638548374176,0.5668164491653442,0.5483854413032532,0.8809034824371338,0.3959277272224426,0.48842447996139526,0.9034354090690613,0.548828125,0.5124089121818542,0.8117330074310303,0.5128515958786011,0.5124089121818542,0.7629603743553162,0.4858691692352295,0.6323307752609253,0.8875113725662231,0.4768750071525574,0.6323307752609253,0.7466245889663696,0.548828125,0.7402604222297668,0.9396607875823975,0.5308398604393005,0.7402604222297668,0.7513355612754822,-1
fall-01,2,0.5693945288658142,0.22151042520999908,0.9632978439331055,0.6223047375679016,0.2920573055744171,0.9268535375595093,0.5429394841194153,0.2920573055744171,0.9196546077728271,0.6487597227096558,0.37436196208000183,0.9309861660003662,0.5341210961341858,0.3861198127269745,0.9061470031738281,0.6575781106948853,0.45666664838790894,0.9367229342460632,0.5164843797683716,0.45666664838790894,0.8974300026893616,0.6134863495826721,0.4684244990348816,0.8151708841323853,0.5605761408805847,0.4684244990348816,0.8315994739532471,0.6134863495826721,0.5977604389190674,0.8893900513648987,0.5605761408805847,0.5860026478767395,0.9068021178245544,0.6134863495826721,0.7035807967185974,0.9256722927093506,0.5870312452316284,0.6800651550292969,0.9238167405128479,-1
fall-01,3,0.4128125309944153,0.880416750907898,0.49407264590263367,0.43882817029953003,0.880416750907898,0.1486111432313919,0.43882817029953003,0.8688542246818542,0.0797109454870224,0.3954687714576721,1.0076042413711548,0.4211510717868805,0.5342187881469727,0.9844791889190674,0.2194928377866745,0.42148441076278687,0.8919792175292969,0.3432003855705261,0.43015629053115845,0.8688542246818542,0.3607472777366638,0.5775781869888306,0.8457291722297668,0.4203702211380005,0.6122657060623169,0.9035416841506958,0.29063281416893005,0.4128125309944153,0.8919792175292969,0.19009613990783691,0.5255469083786011,1.0076042413711548,0.2193431854248047,0.42148441076278687,0.8919792175292969,0.19787931442260742,0.42148441076278687,0.8341667056083679,0.2960028648376465,-1
fall-01,4,0.3717724680900574,0.5525651574134827,0.8917655348777771,0.47328615188598633,0.5525651574134827,0.6992988586425781,0.4152783453464508,0.5525651574134827,0.6580238342285156,0.4805371165275574,0.7265885472297668,0.81852787733078,0.40077638626098633,0.6589127779006958,0.9003433585166931,0.4297803044319153,0.8716080784797668,0.856038510799408,0.3790234327316284,0.7555924654006958,0.8718376755714417,0.5530468821525574,0.6782487034797668,0.7789023518562317,0.5167919993400574,0.6589127779006958,0.6047134399414062,0.43703126907348633,0.7169206142425537,0.34044843912124634,0.42252930998802185,0.7169206142425537,0.6405125856399536,0.5240429639816284,0.7652604579925537,0.7121235728263855,0.5167919993400574,0.7362565398216248,0.6224060654640198,-1
fall-01,5,0.5954004526138306,0.22984376549720764,0.9793733954429626,0.6394922137260437,0.3003906309604645,0.9465941786766052,0.5601269602775574,0.3003906309604645,0.9326907396316528,0.6659472584724426,0.3709374964237213,0.9062105417251587,0.5513085722923279,0.3826952874660492,0.909746527671814,0.6747656464576721,0.4532422125339508,0.9109837412834167,0.5513085722923279,0.4532422125339508,0.9203774333000183,0.6306738257408142,0.4650000035762787,0.8449129462242126,0.5777636766433716,0.4650000035762787,0.8798073530197144,0.6218554377555847,0.5825781226158142,0.8935866355895996,0.5954004526138306,0.5825781226158142,0.8523404598236084,0.6218554377555847,0.7001562714576721,0.8446784019470215,0.6306738257408142,0.6531250476837158,0.7566893100738525,-1
fall-01,6,0.49867191910743713,0.8677083253860474,0.2943248152732849,0.5073047280311584,0.8561980128288269,0.20985160768032074,0.6367969512939453,0.8792188167572021,0.2250148206949234,0.42960938811302185,0.9943229556083679,0.3136768043041229,0.49003905057907104,0.8907291889190674,0.16357892751693726,0.4123438000679016,0.8677083253860474,0.6336411833763123,0.42960938811302185,0.8561980128288269,0.36216336488723755,0.49867191910743713,0.9943229556083679,0.10659512132406235,0.6195312738418579,1.0748958587646484,0.21573422849178314,0.4123438000679016,0.8677083253860474,0.7381293773651123,0.49867191910743713,0.8561980128288269,0.2853785455226898,0.4123438000679016,0.8677083253860474,0.5153970122337341,0.42097657918930054,0.8561980128288269,0.3539256155490875,-1
fall-01,7,0.3807031512260437,0.5344792008399963,0.8895053267478943,0.47312504053115845,0.5344792008399963,0.6782068014144897,0.42335939407348633,0.5249999761581421,0.6679229736328125,0.4944531321525574,0.6861458420753479,0.8987668752670288,0.402031272649765,0.6292708516120911,0.8718307018280029,0.44468754529953003,0.8283334374427795,0.869331955909729,0.3807031512260437,0.7145833373069763,0.8682551980018616,0.5584375262260437,0.6577083468437195,0.7516630291938782,0.5157812833786011,0.6482292413711548,0.5455101132392883,0.43757814168930054,0.7051041722297668,0.4276328980922699,0.43046873807907104,0.7145833373069763,0.7749301195144653,0.5228906869888306,0.7714583873748779,0.7885486483573914,0.5300000309944153,0.7524999976158142,0.5845078825950623,-1
fall-01,8,0.5455566644668579,0.21994788944721222,0.9411607384681702,0.6165722608566284,0.2909635305404663,0.8970734477043152,0.5366796851158142,0.2909635305404663,0.9216676950454712,0.6432031393051147,0.3619791269302368,0.9284940361976624,0.5189257860183716,0.37381505966186523,0.9339408278465271,0.6432031393051147,0.45666661858558655,0.9372984170913696,0.501171886920929,0.45666661858558655,0.8811212778091431,0.5988184213638306,0.48033851385116577,0.8221471309661865,0.5455566644668579,0.48033851385116577,0.8166118860244751,0.6076952815055847,0.5986979007720947,0.9366103410720825,0.5455566644668579,0.5986979007720947,0.9061489701271057,0.6165722608566284,0.7052212953567505,0.9171127676963806,0.5721875429153442,0.7052212953567505,0.9287021160125732,-1
fall-01,9,0.32613280415534973,0.6906771063804626,0.7979122400283813,0.43226566910743713,0.6689062714576721,0.7621503472328186,0.3914453387260437,0.6362500786781311,0.5988654494285583,0.48124998807907104,0.8430728912353516,0.8499816656112671,0.38328126072883606,0.7777604460716248,0.8571164011955261,0.43226566910743713,0.98458331823349,0.8005728721618652,0.3587890565395355,0.9192708134651184,0.8850938081741333,0.5465625524520874,0.745104193687439,0.697494387626648,0.5139063000679016,0.6906771063804626,0.38001859188079834,0.44859379529953003,0.7886458039283752,0.15279234945774078,0.39960935711860657,0.7777604460716248,0.39682736992836,0.5139063000679016,0.8648437261581421,0.1351926475763321,0.3751171827316284,0.9301562905311584,0.24379990994930267,-1
fall-01,10,0.6540722846984863,0.25360676646232605,0.9627095460891724,0.6971386671066284,0.3110286295413971,0.9092501401901245,0.6253613233566284,0.3110286295413971,0.9494014382362366,0.7114941477775574,0.3780208230018616,0.9652088284492493,0.6110059022903442,0.3780208230018616,0.909352719783783,0.7114941477775574,0.44501301646232605,0.9633057713508606,0.6038281321525574,0.44501301646232605,0.9167193174362183,0.6756054759025574,0.4545833170413971,0.804771363735199,0.6325390934944153,0.4545833170413971,0.823255717754364,0.6756054759025574,0.5598567724227905,0.9303759336471558,0.6325390934944153,0.5598567724227905,0.8917174339294434,0.6756054759025574,0.6555598974227905,0.8669654130935669,0.6397168040275574,0.6555598974227905,0.8694430589675903,-1
