video,frame,Nose_x,Nose_y,Nose_s,LShoulder_x,LShoulder_y,LShoulder_s,RShoulder_x,RShoulder_y,RShoulder_s,LElbow_x,LElbow_y,LElbow_s,RElbow_x,RElbow_y,RElbow_s,LWrist_x,LWrist_y,LWrist_s,RWrist_x,RWrist_y,RWrist_s,LHip_x,LHip_y,LHip_s,RHip_x,RHip_y,RHip_s,LKnee_x,LKnee_y,LKnee_s,RKnee_x,RKnee_y,RKnee_s,LAnkle_x,LAnkle_y,LAnkle_s,RAnkle_x,RAnkle_y,RAnkle_s,label
1,0,0.6524654626846313,0.26117444038391113,0.9239862561225891,0.6934233903884888,0.3123719394207001,0.9149762988090515,0.6319864392280579,0.32261139154434204,0.9052359461784363,0.7139024138450623,0.3840484023094177,0.8923352956771851,0.6115074157714844,0.3942878544330597,0.9100029468536377,0.7139024138450623,0.44548535346984863,0.8920257687568665,0.6115074157714844,0.4557248651981354,0.9496710896492004,0.6831839680671692,0.4557248651981354,0.8368279933929443,0.6319864392280579,0.4557248651981354,0.8216395378112793,0.6934233903884888,0.5581198334693909,0.8998167514801025,0.6319864392280579,0.5581198334693909,0.9133410453796387,0.6934233903884888,0.6502752900123596,0.7790433168411255,0.6422259211540222,0.6502752900123596,0.8587197661399841,-1
1,1,0.6418929100036621,0.25834399461746216,0.9325296878814697,0.6939228773117065,0.3103739619255066,0.8951222896575928,0.6314869523048401,0.320779949426651,0.8995620608329773,0.7147348523139954,0.38321593403816223,0.8900847434997559,0.6106749176979065,0.39362192153930664,0.9177851676940918,0.7147348523139954,0.4456518888473511,0.907650887966156,0.6002689599990845,0.4560578763484955,0.929793655872345,0.6835169196128845,0.4560578763484955,0.841778039932251,0.6314869523048401,0.4560578763484955,0.8251238465309143,0.6939228773117065,0.5601178407669067,0.8620607256889343,0.6314869523048401,0.5601178407669067,0.9067162275314331,0.6835169196128845,0.6537717580795288,0.8061620593070984,0.6314869523048401,0.6537717580795288,0.8381851315498352,-1
1,2,0.6503329873085022,0.2577100396156311,0.9378592371940613,0.6916239261627197,0.3093237578868866,0.9161173105239868,0.629687488079071,0.31964653730392456,0.9027759432792664,0.7122694253921509,0.38158300518989563,0.9052961468696594,0.6090419888496399,0.3919057548046112,0.9161535501480103,0.7122694253921509,0.4435195028781891,0.9259722232818604,0.5987192392349243,0.4538422226905823,0.9270142912864685,0.6813012361526489,0.4538422226905823,0.8366492986679077,0.6400102376937866,0.4538422226905823,0.8177082538604736,0.6916239261627197,0.5570696592330933,0.8712933659553528,0.629687488079071,0.5570696592330933,0.880765974521637,0.6916239261627197,0.6499744057655334,0.8046528697013855,0.6400102376937866,0.6499744057655334,0.8387209177017212,-1
1,3,0.6481173038482666,0.2589779496192932,0.9259334206581116,0.6900743246078491,0.3114241361618042,0.911582887172699,0.6271387934684753,0.32191339135169983,0.8816936016082764,0.7110527753829956,0.3743596076965332,0.8873608708381653,0.6061603426933289,0.38484883308410645,0.8787031173706055,0.7110527753829956,0.44778427481651306,0.9359979033470154,0.6061603426933289,0.44778427481651306,0.905319094657898,0.6795849800109863,0.44778427481651306,0.8336033225059509,0.6376280784606934,0.44778427481651306,0.8377555012702942,0.6900743246078491,0.5631659626960754,0.8673152923583984,0.6271387934684753,0.5631659626960754,0.8424237966537476,0.6900743246078491,0.6470798850059509,0.7525038719177246,0.6376280784606934,0.6470798850059509,0.8112340569496155,-1
1,4,0.6459848880767822,0.25961193442344666,0.9329043030738831,0.6882748007774353,0.3124743700027466,0.9256166219711304,0.6248399019241333,0.32304686307907104,0.8955777287483215,0.7094197869300842,0.37590929865837097,0.8963757753372192,0.6142674088478088,0.38648179173469543,0.8925829529762268,0.7094197869300842,0.4499167501926422,0.9271818995475769,0.6036949157714844,0.4499167501926422,0.9155451655387878,0.6777023673057556,0.4499167501926422,0.8387753367424011,0.6354123950004578,0.4499167501926422,0.8468441367149353,0.6882748007774353,0.5556416511535645,0.8627843856811523,0.6354123950004578,0.5556416511535645,0.8963032364845276,0.6777023673057556,0.6507940292358398,0.8384541273117065,0.6354123950004578,0.6507940292358398,0.8386499881744385,-1
1,5,0.6459848880767822,0.25961193442344666,0.9508128762245178,0.6882748007774353,0.3124743700027466,0.9217230081558228,0.6248399019241333,0.32304686307907104,0.8870017528533936,0.7094197869300842,0.38648179173469543,0.8988048434257507,0.6142674088478088,0.38648179173469543,0.8796862959861755,0.7094197869300842,0.4499167501926422,0.9365023970603943,0.6036949157714844,0.4499167501926422,0.9159138798713684,0.6777023673057556,0.4499167501926422,0.8347967863082886,0.6354123950004578,0.4499167501926422,0.8506640791893005,0.6882748007774353,0.5556416511535645,0.8569626808166504,0.6354123950004578,0.5556416511535645,0.9062079787254333,0.6777023673057556,0.6507940292358398,0.8526174426078796,0.6354123950004578,0.6507940292358398,0.8579369783401489,-1
1,6,0.644185483455658,0.2618084251880646,0.943604052066803,0.6854764819145203,0.3134221136569977,0.9187077283859253,0.6235399842262268,0.3134221136569977,0.8961837887763977,0.7061219215393066,0.3856813609600067,0.9041651487350464,0.6028944253921509,0.3856813609600067,0.9298131465911865,0.7164446711540222,0.44761785864830017,0.9342873096466064,0.5925716757774353,0.44761785864830017,0.9206895232200623,0.6751536726951599,0.45794057846069336,0.804210364818573,0.6338627338409424,0.45794057846069336,0.8395493626594543,0.6751536726951599,0.5611680746078491,0.8769981265068054,0.6338627338409424,0.5508452653884888,0.9047902226448059,0.6751536726951599,0.6540727615356445,0.8783535957336426,0.6338627338409424,0.643750011920929,0.8515945076942444,-1
1,7,0.6420530080795288,0.25834399461746216,0.9553898572921753,0.6836769580841064,0.3103739619255066,0.9215613603591919,0.62124103307724,0.320779949426651,0.8937637209892273,0.70448899269104,0.38321593403816223,0.9461749196052551,0.6004290580749512,0.39362192153930664,0.9244019985198975,0.7148949503898621,0.4456518888473511,0.946555495262146,0.5900230407714844,0.4560578763484955,0.9486751556396484,0.6836769580841064,0.4560578763484955,0.8277525305747986,0.631646990776062,0.4560578763484955,0.8514620661735535,0.6836769580841064,0.5601178407669067,0.8713924884796143,0.631646990776062,0.5601178407669067,0.8948322534561157,0.6836769580841064,0.6537717580795288,0.8437401652336121,0.6420530080795288,0.6537717580795288,0.8477718830108643,-1
1,8,0.6442687511444092,0.26117444038391113,0.9334313869476318,0.6852266788482666,0.3123719394207001,0.9259817600250244,0.6135502457618713,0.32261139154434204,0.9014801383018494,0.7057057023048401,0.3840484023094177,0.9513770341873169,0.6033107042312622,0.3942878544330597,0.9428240656852722,0.7057057023048401,0.44548535346984863,0.9314002394676208,0.5930712223052979,0.4557248651981354,0.9434126019477844,0.6852266788482666,0.4557248651981354,0.8232574462890625,0.6340292096138,0.4557248651981354,0.8477320671081543,0.6852266788482666,0.5581198334693909,0.8456161022186279,0.6340292096138,0.5581198334693909,0.9212502837181091,0.674987256526947,0.6502752900123596,0.8487622141838074,0.6340292096138,0.6502752900123596,0.8589841723442078,-1
1,9,0.6422194838523865,0.26117444038391113,0.9326170086860657,0.6831775307655334,0.3123719394207001,0.9200693964958191,0.6115010380744934,0.32261139154434204,0.8905738592147827,0.7036564946174622,0.3840484023094177,0.9279811978340149,0.6012614965438843,0.3942878544330597,0.9375385046005249,0.7138960361480713,0.44548535346984863,0.9519922137260437,0.5910220146179199,0.4557248651981354,0.962388277053833,0.6831775307655334,0.4557248651981354,0.8345478773117065,0.6319800019264221,0.4557248651981354,0.8454557061195374,0.6831775307655334,0.5581198334693909,0.8485770225524902,0.6422194838523865,0.5581198334693909,0.8914902806282043,0.6831775307655334,0.6502752900123596,0.8335683345794678,0.6422194838523865,0.6502752900123596,0.8608395457267761,-1
